Hi, I'm looking for a train that is going to cambridge and arriving there by 20:45, is there anything like that?|There are over 1,000 trains like that.  Where will you be departing from?
Yes please, thank you for your help.  The reference number will come in handy.|I'm sorry at the moment I can not obtain that for you.
Alright, thank you, I think that will be all for today.|You're welcome, have a nice day.
Again, thanks for all of your help today.  Good bye.|You're welcome. Let me know if there is anything else I can help you with.
I am planning a trip in Cambridge|That sounds great. Did you need a hotel, train or restaurant while in the area?
No, I'm looking info on saint barnabas press gallery.|Saint barnabas press gallery is a very nice museum in the east. What information can I provide?
May I have their phone number?|Of course! Their phone number is 01223902116. Is there anything else I can help you with?
I also need information on a train from bishops stortford to Cambridge on Thursday.|Ok, I am getting the information up now, do you have a time in mind?
I'd like to get there by 14:30.|You have five options for a train that will get you to Cambridge by 14:30.  Do you have a preference on what time to leave?
No, any available train would be fine. I will need four tickets, please.|Can you book it for me and get a reference number ?
I would like to find out information about a hotel called Warkworth House.|Warkworth house is a guesthouse in the east area.  It is moderate pricing with 4 stars.  It offers free parking and internet. Would you like a reservation?
Yes please. It'll be for 4 nights.|I will go ahead and book your room.
Thank you.  Can I get a reference number for the booking?|In order to book, can you tell me the number of guests, number of nights and the day of the week you want to start your stay?
I need to book it to 2 people for 4 nights starting from wednesday.|Okay the booking was successful. The reference number is HZ6B38TH.
I'm also looking for a train. I'll be traveling back to Broxbourne on Friday.|Will you be leaving from Cambridge.
yes i will  be leaving from Cambridge.|What time would you like to leave around?
Are there any hotels in the centre that have free parking, please?|There are two hotels available: the Gonville Hotel and University Arms Hotel. Would you like more information on them?
Does either one have a star of 4?|University Arms Hotel is rated 4 stars. Would you like reservation?
Do they have internet and if so what is the address there?|They do have free wifi. They are located on regent street.
Thanks. I'm also looking for a train from cambridge to london liverpool street?|I have 70 trains.  What day and time are you wanting to travel?
Um, Sunday but after 11:15|okay how many tickets please?
3 people, please. And if I can also get the reference number.|I have booked 3 tickets on the TR9025 train leaving at 11:59. Your Reference number is : 9JASQYBJ. Will that be all today?
Yes, thank you for your help!|You're welcome. Thank you. Goodbye
Hello, I am looking for places to go in the north.|Certainly! We have 2 swimming pools, a park, and a boat in the North. What are you most interested in?
The boat sounds like it will be fun. Do you have the phone number handy?|Yes, it's the Riverboat Georgina and the number is 01223902091.
Great can I also get a train on sunday that'll go to cambridge|Did you have a departure or arrival time in mind?
I would like to depart from Ely after 11:00 please|TR6517 leaves at 11:35 and arrives by 11:52.
Perfect. I need 3 tickets. please provide the reference number|Your reference number is: JIR61XGY.  The total fee is 10.56 GBP and you will need to pay at the station.  Can I help you with anything else today?
That's all I needed today thank you.|You're welcome, have a good day.
I need a train leaving Cambridge on Sunday.|We have quite a few options available to you, where are you heading to?
I need to arrive by 21:30 and go to London Liverpool street.|TR9732 departs Cambridge at 19:59 and arrives London Liverpool Street by 21:27. Would you like for me to book that?
Yes, for six people, please. I will need a reference number, as well.|I have completed the booking. The total fee is 79.67 GBP and your reference number is 58YNZ8EQ.
I also need a place to stay.  I would like a hotel with a 3 star rating and free parking.|There are 2 expensive hotels and 3 moderate price guesthouses meeting your needs. Does the area matter to you? Or the type of lodging?
I'm just looking for now. Can you recommend a hotel?|Okay the gonville hotel looks good, it's in the city centre. Would you like a booking?
I want to confirm with you that the gonville does not need to include internet.|The Gonville does include the internet.  Is that alright?
Yes, and thank you kind person for helping me!|Shall I book you a room then?
Yes, can I get the address please?|The address is gonville place. Can I help you with anything else?
No thank you.  I appreciate the help today.|You are very welcome. Have a wonderful visit!
Goodbye!|Goodbye and have a safe trip!
Can you help me find a train leaving Tuesday from Norwich? Thanks.|I have about 19 different trains. Do you have a certain time you would like to leave after or arrive by?
I want to leave after 20:15.|At 20:16 a train leaves for Cambridge duration of which is 79 minutes.
I would like to making a booking for one please.|Booking was successful, the total fee is 17.6 GBP payable at the station. Reference number is : UK9225HY. Is there anything else I can do for you today?
Can you help with info on places to stay?|Yes, I can help with that.  What are your preferences of area, price range, and type of accommodation?
I would like a really nice place because I'm celebrating my 10 year anniversary.  Something cozy and romantic.|That sounds great, I want to find you the perfect place!   Is pricing a factor, do you have a part of the city in mind?
