Hi, I'm looking for a train that is going to cambridge and arriving there by 20:45, is there anything like that?|There are over 1,000 trains like that.  Where will you be departing from?
I would like to arrive by 19:30.|Train TR2379 departs at 17:16 and arrives at 18:35. Will this work for you or would you like an earlier time?
That's all I needed to know about the train. Thank you. I'm also looking for a moderately priced place to day with four stars.|which side would you like to be?
the area doesn't matter but make sure its a hotel and not a guesthouse including free wifi.|I'm unable to find anything that meets all of your criteria. Can we adjust your price range to find the appropriate accommodations?
how about one that is in the cheap price range|How about The Cambridge Belfry? It is cheap, has four stars, and has internet. Shall I make a booking for you?
That sounds great. Please book it for 8 people for 4 nights, starting on Wednesday.|Booking was successful. Reference number is : Z01W0H74. Is there anything else I can help you with?
That's all I need, thank you so much! Have a nice day!|You're welcome. Enjoy your trip! Goodbye.
I am looking for a train going to stevenage and departing from cambridge.|There are 70 trains, what day and time would you like to go?
I would like to arrive by 17:00 on Monday.|There are 6 trains available. What time would you like to depart?
Departure time doesn't matter, I just want to arrive by 17:00 Monday.|In that case, the TR2045 may be the train you want. It pulls into stevenage at 16:10.
Okay, book it for 8 people and get me the reference number. I'm also looking for a college in the south.|I was able to book the train for you. The reference number is NVL339KD.
I am also interested in visiting some colleges on the southern tip of town. Can you help me find those?|I'm sorry but I don't have any colleges listed in the south. I have plenty in the city center. Would you like to try a different venue or attraction type?
Yes, an entertainment venue would be great. Please give me an address to one you find.|Nusha is an entertainment venue in the south. The address is unit g6m cambridge leisure park, clifton road.
Okay. Thank you very much that is all I need.|Thank you and have a safe trip.
Hi, I was wondering if there were any swimming pools in the centre of town?|Yes, parkside pools are located at gonville place, postcode cb11ly. Their phone number is 01223446100. Anything else I can help you with today?
Thanks, for giving me the address and phone number already. How much is the entrance fee?|It looks like the parkside pools does not have it's entrance fee available for the public's record. I apologize about that.
That's OK. I need a train departing from stevenage on thursday.|I have trains into cambridge from stevanage on thursday. What time of day would you like to travel?
I would like to arrive by 9:30|There are only 2 that fit your time frame. The TR1044 arrives at 8:43. That would be the closest to your requested arrival time. Is that okay?
That will be okay, please book it for me.|Your booking has been successful! The total fee is 25.6 GBP and the reference number is HBB3HCGF. Do you need anything else?
That should do it thank you|Have a wonderful day.
I would like the departure time for the train please, I never got it.|No problem! The departure time for your train is 07:54. May I assist you with anything else today?
No, you have been very helpful. Thank you.|Wonderful. Have a great day!
I'm looking for a train to Cambridge.|There are several trains leaving for Cambridge. The next one leaves at 5:17, would you like for me to book a ticket?
I need it to leave from birmingham new street.|What day will you be traveling?
On a wednesday|What time would you like to leave and arrive?
I would like to arrive by 13:15.|There is a 9:40 that would arrive by 12:23.  How does that sound?
sounds great. please book it for 8 peoople.|Booking was successful, the total fee is 600.79 GBP payable at the station . Reference number is : HL9K5T9V. Anything else I can help with?
Thanks so much! Can you also help me find a restaurant in the centre that's mid-priced?|There are 21 restaurants that fit that criteria. Is there a specific type of food you want to eat?
Yes please - I'm craving British food.|I recommend Cotto, they're found on
You seem to have cut off? Anyway, can you book a table on Wednesday? It'll be 8 of us and we'll be coming in at 18:15.|Your reservation for cotto is all set! Your reference number is DXADBU6Q. Is there anything else I can help you with?
Thank you that's all I needed today. Good bye.|Your welcome, I am glad I was able to help.
Can you help me find a train departing cambridge going to bishops stortford?|I am happy to assist you, what date and time will you need?
tuesday and I would like to get there by 13:15|The closest I can get you to 13:15 is 12:07 and that will be TR4041. Does that work for you?
Yes, that would be great. I'll need to know the price and departure time please?|That train departs at 11:29. The cost is 10.10 pounds. Would you like me to book it for you?
No thank you, I do need a place to stay though, I want a nice 4 star place with free wifi, please.|These are several selections available to you. Let me know which choice you have made and I will make the required booking for you.  I can recommend Marriott but the Cambridge Belfry is cheaper. All three close to all of our attractions and all the main restaurants.
Hi.  I am looking for a train that goes to Cambridge on Saturday.  Can you help me?|There are 5 trains departing from London Kings Cross station to Cambridge on Saturday. Each will take 51 minutes. Is there a specific time you would prefer to depart?
I would like to leave after 12:00.|There is a train leaving London Kings Cross for Cambridge at 13:17 on Saturday. Would you like me to book it?
Yes, I will need to be on that train.|Okay, how many tickets would you like?
I need 8 tickets.|Your booking was successful. The total fee is 151.04 GBP and the booking number is X1NEC9S5. Thank you again.
Actually, I need to depart from Kings Lynn, not Kings Cross. Can you change that please?|TR7178 departs from kings lynn to cambridge saturday at 13:11, arriving cambridge at 13:58, would you like to book this one?
